reader	antenna	det_type	date	time	date_time	time_zone	dur	tag_type	tag_code	consec_det	no_empt_scan_prior
dam	1	D	2016-06-29	33:19.5	2016-06-29 11:33	America/Vancouver	00:00.4	HR	0000_0000000183783293	3	20
dam	1	D	2016-06-29	33:22.3	2016-06-29 11:33	America/Vancouver	00:00.4	HR	0000_0000000183783293	3	11
dam	1	D	2016-06-29	33:23.1	2016-06-29 11:33	America/Vancouver	00:00.2	HR	0000_0000000183783293	2	1
dam	1	D	2016-06-29	56:36.7	2016-06-29 11:56	America/Vancouver	00:00.0	HA	900_226000650315	1	6919
dam	2	D	2016-06-30	20:12.9	2016-06-30 05:20	America/Vancouver	00:00.0	HA	900_226000650315	1	.
dam	1	D	2016-07-01	43:18.3	2016-07-01 04:43	America/Vancouver	00:00.0	HA	900_226000650315	1	.
dam	1	D	2016-07-02	35:57.2	2016-07-02 09:35	America/Vancouver	00:00.0	HA	900_226000650315	1	.
dam	1	D	2016-07-02	54:00.2	2016-07-02 12:54	America/Vancouver	00:00.0	HA	900_226000650315	1	59014
dam	1	D	2016-07-02	17:02.4	2016-07-02 14:17	America/Vancouver	00:00.0	HA	900_226000657634	1	24744
dam	1	D	2016-07-02	38:16.5	2016-07-02 15:38	America/Vancouver	00:00.2	HA	900_226000650315	2	24208
dam	1	D	2016-07-03	26:27.2	2016-07-03 17:26	America/Vancouver	00:00.0	HA	900_226000650315	1	.
dam	1	D	2016-07-04	08:53.3	2016-07-04 07:08	America/Vancouver	00:00.0	HA	900_226000650315	1	.
dam	1	D	2016-07-04	08:30.6	2016-07-04 10:08	America/Vancouver	00:00.0	HA	900_226000650401	1	53524
dam	1	D	2016-07-04	54:04.7	2016-07-04 14:54	America/Vancouver	00:00.2	HA	900_226000650315	2	.
dam	1	D	2016-07-04	19:18.2	2016-07-04 15:19	America/Vancouver	00:00.0	HA	900_226000650315	1	7515
dam	1	D	2016-07-06	37:36.9	2016-07-06 17:37	America/Vancouver	00:01.2	HA	900_226000650315	7	.
dam	1	D	2016-07-06	41:29.5	2016-07-06 17:41	America/Vancouver	00:00.2	HA	900_226000650315	2	1148
dam	1	D	2016-07-06	45:43.7	2016-07-06 17:45	America/Vancouver	00:00.0	HA	900_226000650315	1	1260
dam	1	D	2016-07-06	02:37.3	2016-07-06 18:02	America/Vancouver	00:01.6	HA	900_226000650315	9	5032
dam	1	D	2016-07-06	06:23.7	2016-07-06 20:06	America/Vancouver	00:00.2	HA	900_226000650315	2	36866
dam	1	D	2016-07-06	11:19.7	2016-07-06 21:11	America/Vancouver	00:00.0	HA	900_226000650315	1	19343
dam	1	D	2016-07-08	10:36.3	2016-07-08 13:10	America/Vancouver	00:00.0	HA	900_226000650315	1	.
dam	1	D	2016-07-08	01:57.2	2016-07-08 20:01	America/Vancouver	00:00.2	HA	900_226000650315	2	.
dam	1	D	2016-07-09	00:54.0	2016-07-09 14:00	America/Vancouver	00:00.2	HA	900_226000650315	2	.
dam	1	D	2016-07-10	38:41.5	2016-07-10 05:38	America/Vancouver	00:00.0	HA	900_226000650315	1	.
dam	1	D	2016-07-10	28:53.8	2016-07-10 18:28	America/Vancouver	00:00.0	HA	900_226000650315	1	.
dam	2	D	2016-07-11	04:25.2	2016-07-11 07:04	America/Vancouver	00:00.2	HA	900_226000650315	2	.
dam	2	D	2016-07-11	04:25.8	2016-07-11 07:04	America/Vancouver	00:00.0	HA	900_226000650315	1	1
dam	1	D	2016-07-11	29:47.2	2016-07-11 12:29	America/Vancouver	00:00.0	HA	900_226000650315	1	.
dam	1	D	2016-07-18	13:09.7	2016-07-18 14:13	America/Vancouver	00:00.4	HA	900_226000650435	3	56553
dam	1	D	2016-07-19	31:55.5	2016-07-19 16:31	America/Vancouver	00:00.2	HA	900_226000650469	2	.
dam	1	D	2016-07-19	35:22.7	2016-07-19 16:35	America/Vancouver	00:00.4	HA	900_226000650469	3	1027
dam	1	D	2016-07-20	53:06.2	2016-07-20 13:53	America/Vancouver	00:00.0	HA	900_226000650469	1	.
dam	1	D	2016-07-20	13:40.2	2016-07-20 17:13	America/Vancouver	00:00.0	HA	900_226000650315	1	59762
dam	1	D	2016-07-20	11:41.1	2016-07-20 19:11	America/Vancouver	00:00.0	HA	900_226000650315	1	35164
dam	1	D	2016-07-21	51:42.1	2016-07-21 06:51	America/Vancouver	00:00.0	HA	900_226000650315	1	.
dam	1	D	2016-07-22	06:46.4	2016-07-22 08:06	America/Vancouver	00:00.2	HA	900_226000650414	2	.
dam	2	D	2016-08-10	35:33.4	2016-08-10 11:35	America/Vancouver	00:00.8	HR	0000_0000000183783293	5	1720
dam	2	D	2016-08-10	35:34.8	2016-08-10 11:35	America/Vancouver	00:00.0	HR	0000_0000000183783293	1	2
dam	1	D	2016-08-10	36:38.5	2016-08-10 11:36	America/Vancouver	00:00.0	HR	0000_0000000183783293	1	2042
dam	1	D	2016-08-10	36:41.0	2016-08-10 11:36	America/Vancouver	00:00.6	HR	0000_0000000183783293	4	11
dam	1	D	2016-08-10	36:45.6	2016-08-10 11:36	America/Vancouver	00:00.0	HR	0000_0000000183783293	1	19
dam	1	D	2016-08-10	36:46.0	2016-08-10 11:36	America/Vancouver	00:00.0	HR	0000_0000000183783293	1	1
dam	1	D	2016-08-10	25:06.8	2016-08-10 12:25	America/Vancouver	00:00.4	HA	900_230000008584	3	14408
dam	1	D	2016-08-10	25:07.6	2016-08-10 12:25	America/Vancouver	00:02.2	HA	900_230000008584	12	1
dam	1	D	2016-08-10	25:42.4	2016-08-10 12:25	America/Vancouver	00:00.2	HA	900_230000008584	2	161
dam	1	D	2016-08-10	27:50.8	2016-08-10 12:27	America/Vancouver	00:00.0	HA	900_230000008584	1	636
dam	1	D	2016-08-10	27:51.2	2016-08-10 12:27	America/Vancouver	00:01.4	HA	900_230000008584	8	1
dam	1	D	2016-08-10	28:16.4	2016-08-10 12:28	America/Vancouver	00:00.6	HA	900_230000008584	4	117
dam	1	D	2016-08-10	29:14.6	2016-08-10 12:29	America/Vancouver	00:00.2	HA	900_230000008584	2	285
dam	1	D	2016-08-10	29:37.0	2016-08-10 12:29	America/Vancouver	00:00.0	HA	900_230000008584	1	109
dam	1	D	2016-08-10	30:23.5	2016-08-10 12:30	America/Vancouver	00:02.8	HA	900_230000008584	15	230
dam	1	D	2016-08-10	30:26.9	2016-08-10 12:30	America/Vancouver	00:00.0	HA	900_230000008584	1	2
dam	1	D	2016-08-10	32:25.5	2016-08-10 12:32	America/Vancouver	00:00.2	HA	900_230000008584	2	588
dam	1	D	2016-08-10	32:26.1	2016-08-10 12:32	America/Vancouver	00:04.0	HA	900_230000008584	21	1
dam	1	D	2016-08-10	32:51.9	2016-08-10 12:32	America/Vancouver	00:00.2	HA	900_230000008584	2	107
dam	1	D	2016-08-10	33:02.8	2016-08-10 12:33	America/Vancouver	00:02.0	HA	900_230000008584	11	52
dam	1	D	2016-08-10	33:05.2	2016-08-10 12:33	America/Vancouver	00:00.0	HA	900_230000008584	1	1
dam	1	D	2016-08-10	33:06.8	2016-08-10 12:33	America/Vancouver	00:01.0	HA	900_230000008584	11	2
dam	1	D	2016-08-10	33:16.5	2016-08-10 12:33	America/Vancouver	00:00.0	HA	900_230000008584	1	42
dam	1	D	2016-08-10	33:17.1	2016-08-10 12:33	America/Vancouver	00:00.4	HA	900_230000008584	3	2
dam	2	D	2016-08-10	08:18.7	2016-08-10 13:08	America/Vancouver	00:02.0	HA	900_230000008584	11	27636
dam	2	D	2016-08-10	08:21.1	2016-08-10 13:08	America/Vancouver	00:00.2	HA	900_230000008584	2	1
dam	2	D	2016-08-10	08:22.7	2016-08-10 13:08	America/Vancouver	00:00.2	HA	900_230000008584	2	1
dam	2	D	2016-08-10	19:32.5	2016-08-10 13:19	America/Vancouver	00:00.0	HA	900_230000008584	1	3330
dam	2	D	2016-08-10	19:32.9	2016-08-10 13:19	America/Vancouver	00:00.0	HA	900_230000008584	1	1
dam	2	D	2016-08-10	19:33.3	2016-08-10 13:19	America/Vancouver	00:02.4	HA	900_230000008584	13	1
dam	2	D	2016-08-10	19:36.2	2016-08-10 13:19	America/Vancouver	00:00.0	HA	900_230000008584	1	1
dam	2	D	2016-08-10	20:36.4	2016-08-10 13:20	America/Vancouver	00:03.0	HA	900_230000008584	16	298
dam	1	D	2016-08-10	16:58.4	2016-08-10 15:16	America/Vancouver	00:00.8	HA	900_230000034013	5	48783
dam	1	D	2016-08-10	19:19.9	2016-08-10 15:19	America/Vancouver	00:01.4	HA	900_230000034017	8	698
dam	1	D	2016-08-10	21:09.8	2016-08-10 15:21	America/Vancouver	00:02.4	HA	900_230000034017	13	538
dam	2	D	2016-08-10	33:16.5	2016-08-10 15:33	America/Vancouver	00:00.0	HA	900_230000034013	1	39525
dam	2	D	2016-08-10	33:17.1	2016-08-10 15:33	America/Vancouver	00:01.2	HA	900_230000034013	7	2
dam	2	D	2016-08-10	33:18.7	2016-08-10 15:33	America/Vancouver	00:00.0	HA	900_230000034013	1	1
dam	1	D	2016-08-10	53:07.1	2016-08-10 15:53	America/Vancouver	00:00.0	HA	900_230000034022	1	9511
dam	1	D	2016-08-10	53:08.1	2016-08-10 15:53	America/Vancouver	00:01.2	HA	900_230000034022	7	4
dam	1	D	2016-08-10	53:15.6	2016-08-10 15:53	America/Vancouver	00:08.7	HA	900_230000034022	44	30
dam	2	D	2016-08-10	53:28.8	2016-08-10 15:53	America/Vancouver	00:01.0	HA	900_230000034017	6	6010
dam	1	D	2016-08-10	20:42.4	2016-08-10 16:20	America/Vancouver	00:01.8	HA	900_230000034029	10	8136
dam	1	D	2016-08-10	22:39.8	2016-08-10 16:22	America/Vancouver	00:00.2	HA	900_230000034029	2	573
dam	2	D	2016-08-10	29:52.7	2016-08-10 16:29	America/Vancouver	00:03.8	HA	900_230000034022	20	10842
dam	2	D	2016-08-10	29:56.9	2016-08-10 16:29	America/Vancouver	00:00.0	HA	900_230000034022	1	1
dam	2	D	2016-08-10	33:52.5	2016-08-10 16:33	America/Vancouver	00:03.2	HA	900_230000034022	17	1169
dam	1	D	2016-08-10	04:26.6	2016-08-10 17:04	America/Vancouver	00:01.4	HA	900_230000008579	8	12450
dam	2	D	2016-08-10	10:11.2	2016-08-10 17:10	America/Vancouver	00:01.2	HA	900_230000034029	7	10805
dam	1	D	2016-08-10	22:10.6	2016-08-10 17:22	America/Vancouver	00:01.8	HA	900_230000034027	10	5277
dam	1	D	2016-08-10	34:19.4	2016-08-10 17:34	America/Vancouver	00:00.0	HA	900_230000008579	1	3610
dam	1	D	2016-08-10	34:19.8	2016-08-10 17:34	America/Vancouver	00:03.0	HA	900_230000008579	16	1
dam	1	D	2016-08-10	44:23.4	2016-08-10 17:44	America/Vancouver	00:02.0	HA	900_230000034030	11	2982
dam	1	D	2016-08-10	44:25.8	2016-08-10 17:44	America/Vancouver	00:00.0	HA	900_230000034030	1	1
dam	1	D	2016-08-10	52:06.2	2016-08-10 17:52	America/Vancouver	00:02.2	HA	900_230000034014	12	2286
dam	2	D	2016-08-10	55:59.1	2016-08-10 17:55	America/Vancouver	00:02.8	HA	900_230000034027	15	13642
dam	1	D	2016-08-10	59:11.2	2016-08-10 17:59	America/Vancouver	00:01.4	HA	900_230000018833	8	2099
dam	2	D	2016-08-10	59:33.1	2016-08-10 17:59	America/Vancouver	00:00.8	HA	900_230000008579	5	1048
dam	2	D	2016-08-10	59:34.3	2016-08-10 17:59	America/Vancouver	00:00.0	HA	900_230000008579	1	1
dam	1	D	2016-08-10	06:11.2	2016-08-10 18:06	America/Vancouver	00:02.0	HA	900_230000034025	11	2078
dam	1	D	2016-08-10	08:03.0	2016-08-10 18:08	America/Vancouver	00:02.6	HA	900_230000034024	14	544
dam	1	D	2016-08-10	10:23.1	2016-08-10 18:10	America/Vancouver	00:01.6	HA	900_230000008577	9	682
dam	1	D	2016-08-10	10:26.5	2016-08-10 18:10	America/Vancouver	00:02.4	HA	900_230000018804	18	3
dam	1	D	2016-08-10	10:48.1	2016-08-10 18:10	America/Vancouver	00:00.0	HA	900_230000034025	1	94
dam	1	D	2016-08-10	10:48.7	2016-08-10 18:10	America/Vancouver	00:02.6	HA	900_230000034025	14	2
dam	1	D	2016-08-10	10:54.1	2016-08-10 18:10	America/Vancouver	00:02.0	HA	900_230000008585	11	13
dam	1	D	2016-08-10	11:04.6	2016-08-10 18:11	America/Vancouver	00:01.6	HA	900_230000034025	9	41
dam	1	D	2016-08-10	12:01.4	2016-08-10 18:12	America/Vancouver	00:00.6	HA	900_230000008577	4	273
dam	2	D	2016-08-10	15:46.0	2016-08-10 18:15	America/Vancouver	00:01.6	HA	900_230000034030	9	4825
dam	2	D	2016-08-10	19:16.4	2016-08-10 18:19	America/Vancouver	00:01.6	HA	900_230000034014	9	1036
dam	2	D	2016-08-10	19:19.6	2016-08-10 18:19	America/Vancouver	00:00.2	HA	900_230000034014	2	7
dam	2	D	2016-08-10	19:20.2	2016-08-10 18:19	America/Vancouver	00:00.0	HA	900_230000034014	1	1
dam	2	D	2016-08-10	28:06.3	2016-08-10 18:28	America/Vancouver	00:00.0	HA	900_230000034024	1	2612
dam	2	D	2016-08-10	28:10.7	2016-08-10 18:28	America/Vancouver	00:01.6	HA	900_230000034024	9	21
dam	1	D	2016-08-10	29:50.1	2016-08-10 18:29	America/Vancouver	00:00.0	HA	900_230000008586	1	5304
dam	1	D	2016-08-10	29:50.5	2016-08-10 18:29	America/Vancouver	00:01.2	HA	900_230000008586	7	1
dam	2	D	2016-08-10	35:40.3	2016-08-10 18:35	America/Vancouver	00:01.0	HA	900_230000008585	6	2224
dam	1	D	2016-08-10	36:53.1	2016-08-10 18:36	America/Vancouver	00:00.0	HA	900_230000008591	1	2092
dam	1	D	2016-08-10	36:53.5	2016-08-10 18:36	America/Vancouver	00:02.8	HA	900_230000008591	15	1
dam	2	D	2016-08-10	37:50.1	2016-08-10 18:37	America/Vancouver	00:00.0	HA	900_230000018833	1	639
dam	2	D	2016-08-10	37:50.5	2016-08-10 18:37	America/Vancouver	00:01.2	HA	900_230000018833	7	1
dam	1	D	2016-08-10	39:31.1	2016-08-10 18:39	America/Vancouver	00:01.6	HA	900_230000018821	9	768
dam	2	D	2016-08-10	39:56.8	2016-08-10 18:39	America/Vancouver	00:01.2	HA	900_230000034025	7	620
dam	2	D	2016-08-10	42:23.4	2016-08-10 18:42	America/Vancouver	00:00.6	HA	900_230000018833	4	721
dam	2	D	2016-08-10	42:53.6	2016-08-10 18:42	America/Vancouver	00:00.8	HA	900_230000008577	5	146
dam	2	D	2016-08-10	44:33.0	2016-08-10 18:44	America/Vancouver	00:01.2	HA	900_230000018833	7	489
dam	2	D	2016-08-10	46:20.5	2016-08-10 18:46	America/Vancouver	00:00.6	HA	900_230000018833	4	527
dam	2	D	2016-08-10	46:22.8	2016-08-10 18:46	America/Vancouver	00:02.6	HA	900_230000018833	14	7
dam	2	D	2016-08-10	46:47.7	2016-08-10 18:46	America/Vancouver	00:02.0	HA	900_230000018833	11	110
dam	2	D	2016-08-10	47:10.3	2016-08-10 18:47	America/Vancouver	00:02.2	HA	900_230000018833	12	101
dam	2	D	2016-08-10	47:38.5	2016-08-10 18:47	America/Vancouver	00:00.8	HA	900_230000018833	5	128
dam	2	D	2016-08-10	49:35.5	2016-08-10 18:49	America/Vancouver	00:02.0	HA	900_230000018833	11	576
dam	2	D	2016-08-10	51:05.7	2016-08-10 18:51	America/Vancouver	00:02.6	HA	900_230000018833	14	437
dam	2	D	2016-08-10	56:55.2	2016-08-10 18:56	America/Vancouver	00:00.8	HA	900_230000008586	5	1722
dam	2	D	2016-08-10	59:02.0	2016-08-10 18:59	America/Vancouver	00:01.2	HA	900_230000018804	7	625
dam	2	D	2016-08-10	00:59.2	2016-08-10 19:00	America/Vancouver	00:01.4	HA	900_230000008591	8	575
dam	2	D	2016-08-10	16:41.8	2016-08-10 19:16	America/Vancouver	00:01.0	HA	900_230000018821	6	4674
dam	1	D	2016-08-10	28:03.0	2016-08-10 19:28	America/Vancouver	00:02.6	HA	900_230000008587	14	14454
dam	1	D	2016-08-10	31:16.5	2016-08-10 19:31	America/Vancouver	00:04.3	HA	900_230000008587	22	947
dam	1	D	2016-08-10	31:32.0	2016-08-10 19:31	America/Vancouver	00:00.4	HA	900_230000008587	3	55
dam	1	D	2016-08-10	31:53.0	2016-08-10 19:31	America/Vancouver	00:00.4	HA	900_230000008587	3	101
dam	1	D	2016-08-10	32:09.9	2016-08-10 19:32	America/Vancouver	00:01.2	HA	900_230000008587	7	81
dam	1	D	2016-08-10	32:31.8	2016-08-10 19:32	America/Vancouver	00:02.2	HA	900_230000008587	12	102
dam	1	D	2016-08-10	34:54.4	2016-08-10 19:34	America/Vancouver	00:01.4	HA	900_230000034031	8	696
dam	1	D	2016-08-10	44:24.9	2016-08-10 19:44	America/Vancouver	00:01.4	HA	900_230000034020	8	2826
dam	1	D	2016-08-10	44:26.8	2016-08-10 19:44	America/Vancouver	00:00.4	HA	900_230000034020	3	1
dam	1	D	2016-08-10	47:27.7	2016-08-10 19:47	America/Vancouver	00:03.8	HA	900_230000034020	20	896
dam	1	D	2016-08-10	47:32.0	2016-08-10 19:47	America/Vancouver	00:00.8	HA	900_230000034020	5	1
dam	2	D	2016-08-10	01:00.0	2016-08-10 20:00	America/Vancouver	00:01.8	HA	900_230000034031	10	13197
dam	1	D	2016-08-10	09:15.4	2016-08-10 20:09	America/Vancouver	00:02.0	HA	900_230000008583	11	6469
dam	2	D	2016-08-10	10:48.3	2016-08-10 20:10	America/Vancouver	00:00.8	HA	900_230000008587	5	2912
dam	1	D	2016-08-10	14:29.3	2016-08-10 20:14	America/Vancouver	00:00.4	HA	900_230000008583	3	1548
dam	2	D	2016-08-10	17:57.1	2016-08-10 20:17	America/Vancouver	00:01.8	HA	900_230000034020	10	2125
dam	2	D	2016-08-10	42:22.1	2016-08-10 20:42	America/Vancouver	00:02.2	HA	900_230000008583	12	7267
dam	1	D	2016-08-10	05:24.1	2016-08-10 21:05	America/Vancouver	00:01.2	HA	900_230000034019	7	15171
dam	2	D	2016-08-10	24:52.9	2016-08-10 21:24	America/Vancouver	00:00.0	HA	900_230000034019	1	12658
dam	2	D	2016-08-10	24:53.9	2016-08-10 21:24	America/Vancouver	00:01.0	HA	900_230000034019	6	4
dam	2	D	2016-08-10	24:55.3	2016-08-10 21:24	America/Vancouver	00:00.4	HA	900_230000034019	3	1
dam	2	D	2016-08-10	24:56.1	2016-08-10 21:24	America/Vancouver	00:00.0	HA	900_230000034019	1	1
dam	2	D	2016-08-10	24:57.5	2016-08-10 21:24	America/Vancouver	00:00.0	HA	900_230000034019	1	6
dam	2	D	2016-08-10	24:57.9	2016-08-10 21:24	America/Vancouver	00:00.0	HA	900_230000034019	1	1
dam	1	D	2016-08-11	43:53.7	2016-08-11 01:43	America/Vancouver	00:00.2	HA	900_230000008576	2	.
dam	1	D	2016-08-11	43:54.3	2016-08-11 01:43	America/Vancouver	00:00.0	HA	900_230000008576	1	1
dam	1	D	2016-08-11	43:57.3	2016-08-11 01:43	America/Vancouver	00:02.0	HA	900_230000008576	11	14
dam	1	D	2016-08-11	43:59.7	2016-08-11 01:43	America/Vancouver	00:00.2	HA	900_230000008576	2	1
dam	1	D	2016-08-11	45:02.1	2016-08-11 01:45	America/Vancouver	00:04.7	HA	900_230000008576	24	308
dam	1	D	2016-08-11	51:08.2	2016-08-11 01:51	America/Vancouver	00:03.8	HA	900_230000008576	20	1794
dam	2	D	2016-08-11	40:57.3	2016-08-11 02:40	America/Vancouver	00:01.2	HA	900_230000008576	7	.
dam	1	D	2016-08-11	54:16.1	2016-08-11 05:54	America/Vancouver	00:01.4	HA	900_230000034016	8	.
dam	1	D	2016-08-11	00:50.1	2016-08-11 06:00	America/Vancouver	00:00.0	HA	900_230000008590	1	1949
dam	1	D	2016-08-11	00:50.5	2016-08-11 06:00	America/Vancouver	00:03.0	HA	900_230000008590	16	1
dam	2	D	2016-08-11	20:43.2	2016-08-11 06:20	America/Vancouver	00:03.2	HA	900_230000034016	17	65492
dam	2	D	2016-08-11	20:47.1	2016-08-11 06:20	America/Vancouver	00:00.0	HA	900_230000034016	1	2
dam	1	D	2016-08-11	23:12.3	2016-08-11 06:23	America/Vancouver	00:02.2	HA	900_230000034021	12	6650
dam	1	D	2016-08-11	28:53.1	2016-08-11 06:28	America/Vancouver	00:01.6	HA	900_230000008574	9	1681
dam	1	D	2016-08-11	30:09.6	2016-08-11 06:30	America/Vancouver	00:00.0	HA	900_230000008574	1	371
dam	1	D	2016-08-11	30:31.9	2016-08-11 06:30	America/Vancouver	00:01.6	HA	900_230000008574	9	110
dam	1	D	2016-08-11	30:49.9	2016-08-11 06:30	America/Vancouver	00:03.0	HA	900_230000018805	16	80
dam	1	D	2016-08-11	31:38.2	2016-08-11 06:31	America/Vancouver	00:00.0	HA	900_230000008574	1	224
dam	1	D	2016-08-11	31:38.6	2016-08-11 06:31	America/Vancouver	00:01.0	HA	900_230000008574	6	1
dam	1	D	2016-08-11	31:41.4	2016-08-11 06:31	America/Vancouver	00:00.0	HA	900_230000008574	1	8
dam	2	D	2016-08-11	33:46.4	2016-08-11 06:33	America/Vancouver	00:00.0	HA	900_230000008590	1	3870
dam	2	D	2016-08-11	33:48.4	2016-08-11 06:33	America/Vancouver	00:01.4	HA	900_230000008590	8	9
dam	2	D	2016-08-11	34:50.2	2016-08-11 06:34	America/Vancouver	00:00.0	HA	900_230000034016	1	299
dam	2	D	2016-08-11	34:50.6	2016-08-11 06:34	America/Vancouver	00:02.0	HA	900_230000034016	11	1
dam	2	D	2016-08-11	35:55.2	2016-08-11 06:35	America/Vancouver	00:00.4	HA	900_230000034016	3	310
dam	2	D	2016-08-11	52:13.5	2016-08-11 06:52	America/Vancouver	00:03.9	HA	900_230000008590	20	4857
dam	2	D	2016-08-11	02:45.3	2016-08-11 07:02	America/Vancouver	00:01.4	HA	900_230000008574	8	3119
dam	2	D	2016-08-11	04:11.5	2016-08-11 07:04	America/Vancouver	00:01.4	HA	900_230000034021	8	420
dam	1	D	2016-08-11	05:40.8	2016-08-11 07:05	America/Vancouver	00:02.4	HA	900_230000034001	13	10130
dam	1	D	2016-08-11	05:43.6	2016-08-11 07:05	America/Vancouver	00:00.0	HA	900_230000034001	1	1
dam	1	D	2016-08-11	05:44.0	2016-08-11 07:05	America/Vancouver	00:00.4	HA	900_230000034001	3	1
dam	1	D	2016-08-11	05:45.2	2016-08-11 07:05	America/Vancouver	00:00.0	HA	900_230000034001	1	3
dam	1	D	2016-08-11	06:11.0	2016-08-11 07:06	America/Vancouver	00:02.0	HA	900_230000034001	11	127
dam	2	D	2016-08-11	07:11.1	2016-08-11 07:07	America/Vancouver	00:00.0	HA	900_230000034021	1	884
dam	2	D	2016-08-11	10:20.9	2016-08-11 07:10	America/Vancouver	00:01.6	HA	900_230000018805	9	942
dam	2	D	2016-08-11	10:22.9	2016-08-11 07:10	America/Vancouver	00:00.0	HA	900_230000018805	1	1
dam	2	D	2016-08-11	51:45.3	2016-08-11 07:51	America/Vancouver	00:04.0	HA	900_230000034001	21	12331
dam	1	D	2016-08-11	56:37.9	2016-08-11 07:56	America/Vancouver	00:00.8	HA	900_230000034028	5	15026
dam	1	D	2016-08-11	00:15.9	2016-08-11 08:00	America/Vancouver	00:00.2	HA	900_230000034028	2	1078
dam	2	D	2016-08-11	01:46.6	2016-08-11 08:01	America/Vancouver	00:00.2	HA	900_230000034001	2	2966
dam	2	D	2016-08-11	04:03.9	2016-08-11 08:04	America/Vancouver	00:00.0	HA	900_230000034001	1	680
dam	2	D	2016-08-11	04:04.3	2016-08-11 08:04	America/Vancouver	00:03.6	HA	900_230000034001	19	1
dam	2	D	2016-08-11	22:03.2	2016-08-11 08:22	America/Vancouver	00:01.0	HA	900_230000034028	6	5341
dam	2	D	2016-08-11	22:04.6	2016-08-11 08:22	America/Vancouver	00:00.0	HA	900_230000034028	1	1
dam	1	D	2016-08-11	40:59.6	2016-08-11 08:40	America/Vancouver	00:01.4	HA	900_230000034026	8	12138
dam	2	D	2016-08-11	41:05.2	2016-08-11 08:41	America/Vancouver	00:00.6	HA	900_230000034028	4	5665
dam	2	D	2016-08-11	41:11.2	2016-08-11 08:41	America/Vancouver	00:01.2	HA	900_230000034028	7	26
dam	2	D	2016-08-11	42:23.1	2016-08-11 08:42	America/Vancouver	00:00.6	HA	900_230000034028	4	350
dam	2	D	2016-08-11	43:45.6	2016-08-11 08:43	America/Vancouver	00:03.4	HA	900_230000034028	18	406
dam	2	D	2016-08-11	43:49.7	2016-08-11 08:43	America/Vancouver	00:00.0	HA	900_230000034028	1	2
dam	2	D	2016-08-11	46:14.0	2016-08-11 08:46	America/Vancouver	00:00.6	HA	900_230000034028	4	716
dam	2	D	2016-08-11	47:34.9	2016-08-11 08:47	America/Vancouver	00:03.2	HA	900_230000034028	17	398
dam	2	D	2016-08-11	49:11.4	2016-08-11 08:49	America/Vancouver	00:00.4	HA	900_230000034028	3	462
dam	2	D	2016-08-11	51:46.2	2016-08-11 08:51	America/Vancouver	00:02.0	HA	900_230000034028	11	766
dam	2	D	2016-08-11	53:50.4	2016-08-11 08:53	America/Vancouver	00:00.2	HA	900_230000034028	2	606
dam	2	D	2016-08-11	53:51.0	2016-08-11 08:53	America/Vancouver	00:00.0	HA	900_230000034028	1	1
dam	2	D	2016-08-11	53:52.8	2016-08-11 08:53	America/Vancouver	00:04.7	HA	900_230000034028	24	8
dam	2	D	2016-08-11	54:53.6	2016-08-11 08:54	America/Vancouver	00:00.4	HA	900_230000034028	3	278
dam	2	D	2016-08-11	56:11.9	2016-08-11 08:56	America/Vancouver	00:02.0	HA	900_230000034028	11	386
dam	2	D	2016-08-11	56:14.3	2016-08-11 08:56	America/Vancouver	00:00.4	HA	900_230000034028	3	1
dam	2	D	2016-08-11	57:32.0	2016-08-11 08:57	America/Vancouver	00:01.6	HA	900_230000034026	9	383
dam	2	D	2016-08-11	57:44.1	2016-08-11 08:57	America/Vancouver	00:00.6	HA	900_230000034028	4	51
dam	2	D	2016-08-11	59:13.9	2016-08-11 08:59	America/Vancouver	00:01.8	HA	900_230000034028	10	442
dam	2	D	2016-08-11	01:20.9	2016-08-11 09:01	America/Vancouver	00:00.6	HA	900_230000034028	4	621
dam	2	D	2016-08-11	01:55.0	2016-08-11 09:01	America/Vancouver	00:01.4	HA	900_230000034028	8	165
dam	1	D	2016-08-11	29:11.2	2016-08-11 09:29	America/Vancouver	00:01.8	HA	900_230000008575	10	14356
dam	1	D	2016-08-11	45:01.9	2016-08-11 09:45	America/Vancouver	00:04.0	HA	900_230000034015	21	4713
dam	1	D	2016-08-11	45:25.8	2016-08-11 09:45	America/Vancouver	00:01.4	HA	900_230000034018	8	98
dam	1	D	2016-08-11	47:09.1	2016-08-11 09:47	America/Vancouver	00:00.0	HA	900_230000034015	1	505
dam	1	D	2016-08-11	49:22.4	2016-08-11 09:49	America/Vancouver	00:00.0	HA	900_230000034018	1	661
dam	1	D	2016-08-11	49:22.8	2016-08-11 09:49	America/Vancouver	00:00.6	HA	900_230000034018	4	1
dam	1	D	2016-08-11	49:37.1	2016-08-11 09:49	America/Vancouver	00:00.8	HA	900_230000034018	5	67
dam	1	D	2016-08-11	49:59.4	2016-08-11 09:49	America/Vancouver	00:00.2	HA	900_230000034018	2	106
dam	2	D	2016-08-11	08:38.9	2016-08-11 10:08	America/Vancouver	00:01.4	HA	900_230000008575	8	19883
dam	2	D	2016-08-11	18:15.8	2016-08-11 10:18	America/Vancouver	00:01.4	HA	900_230000034018	8	2858
dam	2	D	2016-08-11	23:58.6	2016-08-11 10:23	America/Vancouver	00:00.6	HA	900_230000034015	4	1695
